"Census Profile, 2021 Census of Population"
,,,"Vancouver, City (CY) [Census subdivision], British Columbia",,
"Language spoken most often at home","              Saulteau (Western Ojibway)",,     0,"",
"Language spoken most often at home","              Ojibway, n.o.s.",,     0,"",
"Language spoken most often at home","          Algonquian languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Athabaskan languages",,     5,"",
"Language spoken most often at home","          Northern Athabaskan languages",,     5,"",
"Language spoken most often at home","            Dakelh (Carrier)",,     0,"",
"Language spoken most often at home","            Dane-zaa (Beaver)",,     0,"",
"Language spoken most often at home","            Dene, n.o.s.",,     0,"",
"Language spoken most often at home","            Gwich'in",,     0,"",
"Language spoken most often at home","            Slavey-Hare languages",,     0,"",
"Language spoken most often at home","              Deh Gah Ghotie Zhatie (South Slavey)",,     0,"",
"Language spoken most often at home","              Satuotine Yati (North Slavey)",,     0,"",
"Language spoken most often at home","              Slavey, n.o.s.",,     0,"",
"Language spoken most often at home","            Tahltan languages",,     0,"",
"Language spoken most often at home","              Kaska (Nahani)",,     0,"",
"Language spoken most often at home","              Tahltan",,     0,"",
"Language spoken most often at home","            Tlicho (Dogrib)",,     0,"",
"Language spoken most often at home","            Tse'khene (Sekani)",,     0,"",
"Language spoken most often at home","            Tsilhqot'in (Chilcotin)",,     0,"",
"Language spoken most often at home","            Tsuu T'ina (Sarsi)",,     0,"",
"Language spoken most often at home","            Tutchone languages",,     0,"",
"Language spoken most often at home","              Northern Tutchone",,     0,"",
"Language spoken most often at home","              Southern Tutchone",,     0,"",
"Language spoken most often at home","              Tutchone, n.o.s.",,     0,"",
"Language spoken most often at home","            Wetsuwet'en-Babine",,     5,"",
"Language spoken most often at home","          Tlingit",,     0,"",
"Language spoken most often at home","          Athabaskan languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Haida",,     0,"",
"Language spoken most often at home","        Inuktut (Inuit) languages",,     0,"",
"Language spoken most often at home","          Inuinnaqtun (Inuvialuktun)",,     0,"",
"Language spoken most often at home","            Inuinnaqtun",,     0,"",
"Language spoken most often at home","            Inuvialuktun",,     0,"",
"Language spoken most often at home","          Inuktitut",,     0,"",
"Language spoken most often at home","          Inuktut (Inuit) languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Iroquoian languages",,    15,"",
"Language spoken most often at home","          Cayuga",,     0,"",
"Language spoken most often at home","          Mohawk",,     0,"",
"Language spoken most often at home","          Oneida",,     0,"",
"Language spoken most often at home","          Iroquoian languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Ktunaxa (Kutenai)",,     0,"",
"Language spoken most often at home","        Michif",,     0,"",
"Language spoken most often at home","        Salish languages",,     0,"",
"Language spoken most often at home","          Halkomelem",,     0,"",
"Language spoken most often at home","          Lillooet",,     0,"",
"Language spoken most often at home","          Ntlakapamux (Thompson)",,     0,"",
"Language spoken most often at home","          Secwepemctsin (Shuswap)",,     0,"",
"Language spoken most often at home","          Squamish",,     0,"",
"Language spoken most often at home","          Straits",,     0,"",
"Language spoken most often at home","          Syilx (Okanagan)",,     0,"",
"Language spoken most often at home","          Salish languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Siouan languages",,     0,"",
"Language spoken most often at home","          Assiniboine",,     0,"",
"Language spoken most often at home","          Dakota",,     0,"",
"Language spoken most often at home","          Stoney",,     0,"",
"Language spoken most often at home","          Siouan languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Tsimshian languages",,    15,"",
"Language spoken most often at home","          Gitxsan (Gitksan)",,     5,"",
"Language spoken most often at home","          Nisga'a",,    10,"",
"Language spoken most often at home","          Tsimshian",,     0,"",
"Language spoken most often at home","        Wakashan languages",,     0,"",
"Language spoken most often at home","          Haisla",,     0,"",
"Language spoken most often at home","          Heiltsuk",,     0,"",
"Language spoken most often at home","          Kwak'wala (Kwakiutl)",,     0,"",
"Language spoken most often at home","          Nuu-chah-nulth (Nootka)",,     0,"",
"Language spoken most often at home","          Wakashan languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Indigenous languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Indigenous languages, n.o.s.",,     0,"",
"Language spoken most often at home","      Non-Indigenous languages",,166565,"",
"Language spoken most often at home","        Afro-Asiatic languages",,  2190,"",
"Language spoken most often at home","          Berber languages",,    20,"",
"Language spoken most often at home","            Kabyle",,    10,"",
"Language spoken most often at home","            Tamazight",,     0,"",
"Language spoken most often at home","            Berber languages, n.i.e.",,     0,"",
"Language spoken most often at home","          Chadic languages",,     5,"",
"Language spoken most often at home","            Hausa",,     0,"",
"Language spoken most often at home","            Mina",,     5,"",
"Language spoken most often at home","          Coptic",,     0,"",
"Language spoken most often at home","          Cushitic languages",,   115,"",
"Language spoken most often at home","            Bilen",,     0,"",
"Language spoken most often at home","            Oromo",,    50,"",
"Language spoken most often at home","            Somali",,    65,"",
"Language spoken most often at home","            Cushitic languages, n.i.e.",,     0,"",
"Language spoken most often at home","          Semitic languages",,  2055,"",
"Language spoken most often at home","            Amharic",,    85,"",
"Language spoken most often at home","            Arabic",,  1275,"",
"Language spoken most often at home","            Aramaic languages",,    60,"",
"Language spoken most often at home","              Assyrian Neo-Aramaic",,    25,"",
"Language spoken most often at home","              Chaldean Neo-Aramaic",,    35,"",
"Language spoken most often at home","              Aramaic, n.o.s.",,     0,"",
"Language spoken most often at home","            Harari",,    10,"",
"Language spoken most often at home","            Hebrew",,   510,"",
"Language spoken most often at home","            Maltese",,     0,"",
"Language spoken most often at home","            Tigrigna",,   120,"",
"Language spoken most often at home","            Semitic languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Austro-Asiatic languages",,  7885,"",
"Language spoken most often at home","          Khmer (Cambodian)",,   105,"",
"Language spoken most often at home","          Vietnamese",,  7755,"",
"Language spoken most often at home","          Austro-Asiatic languages, n.i.e",,    30,"",
"Language spoken most often at home","        Austronesian languages",, 13285,"",
"Language spoken most often at home","          Bikol",,    35,"",
"Language spoken most often at home","          Bisaya, n.o.s.",,    75,"",
"Language spoken most often at home","          Cebuano",,   300,"",
"Language spoken most often at home","          Fijian",,    10,"",
"Language spoken most often at home","          Hiligaynon",,   305,"",
"Language spoken most often at home","          Ilocano",,   980,"",
"Language spoken most often at home","          Indonesian",,   380,"",
"Language spoken most often at home","          Kankanaey",,    30,"",
"Language spoken most often at home","          Kinaray-a",,    35,"",
"Language spoken most often at home","          Malagasy languages",,     0,"",
"Language spoken most often at home","            Merina",,     0,"",
"Language spoken most often at home","            Malagasy, n.o.s.",,     0,"",
"Language spoken most often at home","          Malay",,    20,"",
"Language spoken most often at home","          Pampangan (Kapampangan, Pampango)",,   110,"",
"Language spoken most often at home","          Pangasinan",,    35,"",
"Language spoken most often at home","          Tagalog (Pilipino, Filipino)",, 10835,"",
"Language spoken most often at home","          Waray-Waray",,    35,"",
"Language spoken most often at home","          Austronesian languages, n.i.e.",,   100,"",
"Language spoken most often at home","        Creole languages",,    40,"",
"Language spoken most often at home","          Haitian Creole",,     5,"",
"Language spoken most often at home","          Jamaican English Creole",,     0,"",
"Language spoken most often at home","          Krio",,     0,"",
"Language spoken most often at home","          Morisyen",,    20,"",
"Language spoken most often at home","          Sango",,     0,"",
"Language spoken most often at home","          Creole, n.o.s.",,     0,"",
"Language spoken most often at home","          Creole languages, n.i.e.",,    10,"",
"Language spoken most often at home","        Dravidian languages",,  1755,"",
"Language spoken most often at home","          Kannada",,    35,"",
"Language spoken most often at home","          Malayalam",,   310,"",
"Language spoken most often at home","          Tamil",,  1025,"",
"Language spoken most often at home","          Telugu",,   370,"",
"Language spoken most often at home","          Tulu",,     5,"",
"Language spoken most often at home","          Dravidian languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Georgian",,    10,"",
"Language spoken most often at home","        Hmong-Mien languages",,     0,"",
"Language spoken most often at home","        Indo-European languages",, 41915,"",
"Language spoken most often at home","          Albanian",,    50,"",
"Language spoken most often at home","          Armenian",,   145,"",
"Language spoken most often at home","          Balto-Slavic languages",,  6070,"",
"Language spoken most often at home","            Baltic languages",,    50,"",
"Language spoken most often at home","              Latvian",,    10,"",
"Language spoken most often at home","              Lithuanian",,    40,"",
"Language spoken most often at home","            Slavic languages",,  6025,"",
"Language spoken most often at home","              Belarusian",,     0,"",
"Language spoken most often at home","              Bulgarian",,   175,"",
"Language spoken most often at home","              Czech",,   340,"",
"Language spoken most often at home","              Macedonian",,    40,"",
"Language spoken most often at home","              Polish",,   720,"",
"Language spoken most often at home","              Russian",,  2570,"",
"Language spoken most often at home","              Rusyn",,     5,"",
"Language spoken most often at home","              Serbo-Croatian",,  1640,"",
"Language spoken most often at home","                Bosnian",,   140,"",
"Language spoken most often at home","                Croatian",,   350,"",
"Language spoken most often at home","                Serbian",,  1135,"",
"Language spoken most often at home","                Serbo-Croatian, n.i.e.",,    15,"",
"Language spoken most often at home","              Slovak",,   235,"",
"Language spoken most often at home","              Slovene (Slovenian)",,    25,"",
"Language spoken most often at home","              Ukrainian",,   265,"",
"Language spoken most often at home","              Slavic languages, n.i.e.",,     0,"",
"Language spoken most often at home","          Celtic languages",,    10,"",
"Language spoken most often at home","            Irish",,    10,"",
"Language spoken most often at home","            Scottish Gaelic",,     0,"",
"Language spoken most often at home","            Welsh",,     5,"",
"Language spoken most often at home","            Celtic languages, n.i.e.",,     0,"",
"Language spoken most often at home","          Germanic languages",,  1080,"",
"Language spoken most often at home","            Frisian",,     5,"",
"Language spoken most often at home","            High German languages",,   760,"",
"Language spoken most often at home","              German",,   725,"",
"Language spoken most often at home","              Pennsylvania German",,     0,"",
"Language spoken most often at home","              Swiss German",,    35,"",
"Language spoken most often at home","              Yiddish",,     0,"",
"Language spoken most often at home","            Low Saxon-Low Franconian languages",,   195,"",
"Language spoken most often at home","              Afrikaans",,    60,"",
"Language spoken most often at home","              Dutch",,   130,"",
"Language spoken most often at home","              Low German, n.o.s.",,     0,"",
"Language spoken most often at home","              Low Saxon",,     0,"",
"Language spoken most often at home","              Plautdietsch",,     0,"",
"Language spoken most often at home","              Vlaams (Flemish)",,     0,"",
"Language spoken most often at home","            Scandinavian languages",,   120,"",
"Language spoken most often at home","              Danish",,    40,"",
"Language spoken most often at home","              Icelandic",,     5,"",
"Language spoken most often at home","              Norwegian",,    20,"",
"Language spoken most often at home","              Swedish",,    55,"",
"Language spoken most often at home","            Germanic languages, n.i.e.",,     0,"",
"Language spoken most often at home","          Greek",,   745,"",
"Language spoken most often at home","          Indo-Iranian languages",, 19390,"",
"Language spoken most often at home","            Indo-Aryan languages",, 12650,"",
"Language spoken most often at home","              Assamese",,     0,"",
"Language spoken most often at home","              Bengali",,   560,"",
"Language spoken most often at home","              Gujarati",,   400,"",
"Language spoken most often at home","              Hindi",,  2100,"",
"Language spoken most often at home","              Kacchi",,    50,"",
"Language spoken most often at home","              Kashmiri",,    10,"",
"Language spoken most often at home","              Konkani",,     5,"",
"Language spoken most often at home","              Marathi",,   115,"",
"Language spoken most often at home","              Nepali",,   110,"",
"Language spoken most often at home","              Oriya languages",,     5,"",
"Language spoken most often at home","                Odia",,     5,"",
"Language spoken most often at home","                Oriya, n.o.s.",,     5,"",
"Language spoken most often at home","              Punjabi (Panjabi)",,  8505,"",
"Language spoken most often at home","              Rohingya",,     0,"",
"Language spoken most often at home","              Sindhi",,    15,"",
"Language spoken most often at home","              Sinhala (Sinhalese)",,   115,"",
"Language spoken most often at home","              Urdu",,   620,"",
"Language spoken most often at home","              Indo-Aryan languages, n.i.e.",,    25,"",
"Language spoken most often at home","            Iranian languages",,  6735,"",
"Language spoken most often at home","              Baluchi",,     0,"",
"Language spoken most often at home","              Kurdish",,   340,"",
"Language spoken most often at home","              Parsi",,     5,"",
"Language spoken most often at home","              Pashto",,    90,"",
"Language spoken most often at home","              Persian languages",,  6305,"",
"Language spoken most often at home","                Dari",,   220,"",
"Language spoken most often at home","                Iranian Persian",,  5550,"",
"Language spoken most often at home","                Persian (Farsi), n.o.s.",,   535,"",
"Language spoken most often at home","              Iranian languages, n.i.e.",,     0,"",
"Language spoken most often at home","            Indo-Iranian languages, n.i.e.",,     0,"",
"Language spoken most often at home","          Italic (Romance) languages",, 14425,"",
"Language spoken most often at home","            Catalan",,    35,"",
"Language spoken most often at home","            Italian",,  1400,"",
"Language spoken most often at home","            Portuguese",,  3995,"",
"Language spoken most often at home","            Romanian",,   385,"",
"Language spoken most often at home","            Spanish",,  8600,"",
"Language spoken most often at home","            Italic (Romance) languages, n.i.e.",,     5,"",
"Language spoken most often at home","          Indo-European languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Japanese",,  3620,"",
"Language spoken most often at home","        Korean",,  5100,"",
"Language spoken most often at home","        Mongolian",,    75,"",
"Language spoken most often at home","        Niger-Congo languages",,   125,"",
"Language spoken most often at home","          Akan (Twi)",,    10,"",
"Language spoken most often at home","          Bamanankan",,     0,"",
"Language spoken most often at home","          Edo",,     0,"",
"Language spoken most often at home","          Éwé",,     5,"",
"Language spoken most often at home","          Fulah (Pular, Pulaar, Fulfulde)",,     0,"",
"Language spoken most often at home","          Ga",,     0,"",
"Language spoken most often at home","          Ganda",,     5,"",
"Language spoken most often at home","          Gikuyu",,     0,"",
"Language spoken most often at home","          Igbo",,     5,"",
"Language spoken most often at home","          Kinyarwanda (Rwanda)",,     5,"",
"Language spoken most often at home","          Lingala",,     0,"",
"Language spoken most often at home","          Luba-Kasai",,     0,"",
"Language spoken most often at home","          Mòoré",,     0,"",
"Language spoken most often at home","          Mwani",,     0,"",
"Language spoken most often at home","          Ndebele",,     0,"",
"Language spoken most often at home","          Rundi (Kirundi)",,    25,"",
"Language spoken most often at home","          Shona",,     5,"",
"Language spoken most often at home","          Soninke",,     0,"",
"Language spoken most often at home","          Sotho-Tswana languages",,     0,"",
"Language spoken most often at home","          Swahili",,    40,"",
"Language spoken most often at home","          Wojenaka",,     0,"",
"Language spoken most often at home","          Wolof",,     0,"",
"Language spoken most often at home","          Yoruba",,    10,"",
"Language spoken most often at home","          Niger-Congo languages, n.i.e.",,    15,"",
"Language spoken most often at home","        Nilo-Saharan languages",,    25,"",
"Language spoken most often at home","          Dinka",,     0,"",
"Language spoken most often at home","          Nuer",,     0,"",
"Language spoken most often at home","          Nilo-Saharan languages, n.i.e.",,    20,"",
"Language spoken most often at home","          African, n.o.s.",,     5,"",
"Language spoken most often at home","        Sign languages",,   165,"",
"Language spoken most often at home","          American Sign Language",,   125,"",
"Language spoken most often at home","          Quebec Sign Language",,     5,"",
"Language spoken most often at home","          Sign languages, n.i.e.",,    40,"",
"Language spoken most often at home","        Sino-Tibetan languages",, 88935,"",
"Language spoken most often at home","          Chinese languages",, 88715,"",
"Language spoken most often at home","            Hakka",,   210,"",
"Language spoken most often at home","            Mandarin",, 30925,"",
"Language spoken most often at home","            Min Dong",,    40,"",
"Language spoken most often at home","            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",,  1525,"",
"Language spoken most often at home","            Wu (Shanghainese)",,   485,"",
"Language spoken most often at home","            Yue (Cantonese)",, 54920,"",
"Language spoken most often at home","            Chinese, n.o.s.",,   610,"",
"Language spoken most often at home","            Chinese languages, n.i.e.",,    15,"",
"Language spoken most often at home","          Tibeto-Burman languages",,   210,"",
"Language spoken most often at home","            Burmese",,   150,"",
"Language spoken most often at home","            Kuki-Chin languages",,    20,"",
"Language spoken most often at home","            Karenic languages",,     0,"",
"Language spoken most often at home","              S'gaw Karen",,     0,"",
"Language spoken most often at home","              Karenic languages, n.i.e.",,     0,"",
"Language spoken most often at home","            Tibetan",,    20,"",
"Language spoken most often at home","            Tibeto-Burman languages, n.i.e.",,    15,"",
"Language spoken most often at home","          Sino-Tibetan languages, n.i.e.",,     5,"",
"Language spoken most often at home","        Tai-Kadai languages",,   330,"",
"Language spoken most often at home","          Lao",,    20,"",
"Language spoken most often at home","          Thai",,   280,"",
"Language spoken most often at home","          Tai-Kadai languages, n.i.e.",,    30,"",
"Language spoken most often at home","        Turkic languages",,   765,"",
"Language spoken most often at home","          Azerbaijani",,    70,"",
"Language spoken most often at home","          Kazakh",,     0,"",
"Language spoken most often at home","          Turkish",,   685,"",
"Language spoken most often at home","          Uyghur",,    10,"",
"Language spoken most often at home","          Uzbek",,     0,"",
"Language spoken most often at home","          Turkic languages, n.i.e.",,     0,"",
"Language spoken most often at home","        Uralic languages",,   320,"",
"Language spoken most often at home","          Estonian",,    10,"",
"Language spoken most often at home","          Finnish",,    95,"",
"Language spoken most often at home","          Hungarian",,   220,"",
"Language spoken most often at home","        Other languages, n.i.e.",,    10,"",
"Language spoken most often at home","  Multiple responses",, 37380,"",
"Language spoken most often at home","    English and French",,  1595,"",
"Language spoken most often at home","    English and non-official language(s)",, 34170,"",
"Language spoken most often at home","    French and non-official language(s)",,   105,"",
"Language spoken most often at home","    English, French and non-official language(s)",,   315,"",
"Language spoken most often at home","    Multiple non-official languages",,  1205,"",
"Other language spoken regularly at home","Total - Other language(s) spoken regularly at home for the total population excluding institutional residents - 100% data",36,654830,"",
"Other language spoken regularly at home","  None",,488985,"",
"Other language spoken regularly at home","  English",, 57925,"",
"Other language spoken regularly at home","  French",,  6335,"",
"Other language spoken regularly at home","  Non-official language",, 80100,"",
"Other language spoken regularly at home","    Indigenous",33,   245,"",
"Other language spoken regularly at home","    Non-Indigenous",, 79850,"",
"Other language spoken regularly at home","  English and French",,   515,"",
"Other language spoken regularly at home","  English and non-official language(s)",,  9025,"",
"Other language spoken regularly at home","  French and non-official language(s)",,  2720,"",
"Other language spoken regularly at home","  English, French and non-official language(s)",,   150,"",
"Other language spoken regularly at home","  Multiple non-official languages",,  9075,"",
"Knowledge of languages","Total - Knowledge of languages for the population in private households - 25% sample data",37,650385,"",
"Knowledge of languages","  Official languages",,612560,"",
"Knowledge of languages","    English",,612215,"",
"Knowledge of languages","    French",, 60990,"",
"Knowledge of languages","  Non-official languages",,355425,"",
"Knowledge of languages","    Indigenous languages",33,   595,"",
"Knowledge of languages","      Algonquian languages",,   235,"",
"Knowledge of languages","        Blackfoot",,     0,"",
"Knowledge of languages","        Cree-Innu languages",,   155,"",
"Knowledge of languages","          Atikamekw",,     0,"",
"Knowledge of languages","          Cree languages",,   155,"",
"Knowledge of languages","            Ililimowin (Moose Cree)",,     0,"",
"Knowledge of languages","            Inu Ayimun (Southern East Cree)",,     0,"",
"Knowledge of languages","            Iyiyiw-Ayimiwin (Northern East Cree)",,     0,"",
"Knowledge of languages","            Nehinawewin (Swampy Cree)",,    15,"",
"Knowledge of languages","            Nehiyawewin (Plains Cree)",,    65,"",
"Knowledge of languages","            Nihithawiwin (Woods Cree)",,    15,"",
"Knowledge of languages","            Cree, n.o.s.",,    60,"",
"Knowledge of languages","          Innu (Montagnais)",,     0,"",
"Knowledge of languages","          Naskapi",,     0,"",
"Knowledge of languages","        Eastern Algonquian languages",,     0,"",
"Knowledge of languages","          Mi'kmaq",,     0,"",
"Knowledge of languages","          Wolastoqewi (Malecite)",,     0,"",
"Knowledge of languages","        Ojibway-Potawatomi languages",,    70,"",
"Knowledge of languages","          Anicinabemowin (Algonquin)",,     0,"",
"Knowledge of languages","          Oji-Cree",,     0,"",
"Knowledge of languages","          Ojibway languages",,    55,"",
"Knowledge of languages","            Anishinaabemowin (Chippewa)",,    15,"",
"Knowledge of languages","            Daawaamwin (Odawa)",,     0,"",
"Knowledge of languages","            Saulteau (Western Ojibway)",,     0,"",
"Knowledge of languages","            Ojibway, n.o.s.",,    35,"",
"Knowledge of languages","        Algonquian languages, n.i.e.",,     0,"",
"Knowledge of languages","      Athabaskan languages",,    90,"",
"Knowledge of languages","        Northern Athabaskan languages",,    75,"",
"Knowledge of languages","          Dakelh (Carrier)",,    35,"",
"Knowledge of languages","          Dane-zaa (Beaver)",,     0,"",
"Knowledge of languages","          Dene, n.o.s.",,    10,"",
"Knowledge of languages","          Gwich'in",,     0,"",
"Knowledge of languages","          Slavey-Hare languages",,    10,"",
"Knowledge of languages","            Deh Gah Ghotie Zhatie (South Slavey)",,     0,"",
"Knowledge of languages","            Satuotine Yati (North Slavey)",,     0,"",
"Knowledge of languages","            Slavey, n.o.s.",,     0,"",
"Knowledge of languages","          Tahltan languages",,     0,"",
"Knowledge of languages","            Kaska (Nahani)",,     0,"",
"Knowledge of languages","            Tahltan",,     0,"",
"Knowledge of languages","          Tlicho (Dogrib)",,     0,"",
"Knowledge of languages","          Tse'khene (Sekani)",,     0,"",
"Knowledge of languages","          Tsilhqot'in (Chilcotin)",,     0,"",
"Knowledge of languages","          Tsuu T'ina (Sarsi)",,     0,"",
"Knowledge of languages","          Tutchone languages",,     0,"",
"Knowledge of languages","            Northern Tutchone",,     0,"",
"Knowledge of languages","            Southern Tutchone",,     0,"",
"Knowledge of languages","            Tutchone, n.o.s.",,     0,"",
"Knowledge of languages","          Wetsuwet'en-Babine",,    15,"",
"Knowledge of languages","        Tlingit",,    10,"",
"Knowledge of languages","        Athabaskan languages, n.i.e.",,     0,"",
"Knowledge of languages","      Haida",,    25,"",
"Knowledge of languages","      Inuktut (Inuit) languages",,    15,"",
"Knowledge of languages","        Inuinnaqtun (Inuvialuktun)",,     0,"",
"Knowledge of languages","          Inuinnaqtun",,     0,"",
"Knowledge of languages","          Inuvialuktun",,     0,"",
"Knowledge of languages","        Inuktitut",,    15,"",
"Knowledge of languages","        Inuktut (Inuit) languages, n.i.e.",,     0,"",
"Knowledge of languages","      Iroquoian languages",,    30,"",
"Knowledge of languages","        Cayuga",,     0,"",
"Knowledge of languages","        Mohawk",,    30,"",
"Knowledge of languages","        Oneida",,     0,"",
"Knowledge of languages","        Iroquoian languages, n.i.e.",,     0,"",
"Knowledge of languages","      Ktunaxa (Kutenai)",,     0,"",
"Knowledge of languages","      Michif",,    20,"",
"Knowledge of languages","      Salish languages",,    60,"",
"Knowledge of languages","        Halkomelem",,     0,"",
"Knowledge of languages","        Lillooet",,    10,"",
"Knowledge of languages","        Ntlakapamux (Thompson)",,     0,"",
"Knowledge of languages","        Secwepemctsin (Shuswap)",,    15,"",
"Knowledge of languages","        Squamish",,    10,"",
"Knowledge of languages","        Straits",,     0,"",
"Knowledge of languages","        Syilx (Okanagan)",,    20,"",
"Knowledge of languages","        Salish languages, n.i.e.",,     0,"",
"Knowledge of languages","      Siouan languages",,    10,"",
"Knowledge of languages","        Assiniboine",,     0,"",
"Knowledge of languages","        Dakota",,     0,"",
"Knowledge of languages","        Stoney",,     0,"",
"Knowledge of languages","        Siouan languages, n.i.e.",,    10,"",
"Knowledge of languages","      Tsimshian languages",,    55,"",
"Knowledge of languages","        Gitxsan (Gitksan)",,     0,"",
"Knowledge of languages","        Nisga'a",,    30,"",
"Knowledge of languages","        Tsimshian",,    25,"",
"Knowledge of languages","      Wakashan languages",,    55,"",
"Knowledge of languages","        Haisla",,     0,"",
"Knowledge of languages","        Heiltsuk",,    20,"",
"Knowledge of languages","        Kwak'wala (Kwakiutl)",,    20,"",
"Knowledge of languages","        Nuu-chah-nulth (Nootka)",,     0,"",
"Knowledge of languages","        Wakashan languages, n.i.e.",,     0,"",
"Knowledge of languages","      Indigenous languages, n.i.e.",,    25,"",
"Knowledge of languages","      Indigenous languages, n.o.s.",,    10,"",
"Knowledge of languages","    Non-Indigenous languages",,354885,"",
"Knowledge of languages","      Afro-Asiatic languages",,  8650,"",
"Knowledge of languages","        Berber languages",,    40,"",
"Knowledge of languages","          Kabyle",,    35,"",
"Knowledge of languages","          Tamazight",,     0,"",
"Knowledge of languages","          Berber languages, n.i.e.",,     0,"",
"Knowledge of languages","        Chadic languages",,    35,"",
"Knowledge of languages","          Hausa",,    25,"",
"Knowledge of languages","          Mina",,     0,"",
"Knowledge of languages","        Coptic",,     0,"",
"Knowledge of languages","        Cushitic languages",,   385,"",
"Knowledge of languages","          Bilen",,     0,"",
"Knowledge of languages","          Oromo",,   145,"",
"Knowledge of languages","          Somali",,   240,"",
"Knowledge of languages","          Cushitic languages, n.i.e.",,     0,"",
"Knowledge of languages","        Semitic languages",,  8300,"",
"Knowledge of languages","          Amharic",,   470,"",
"Knowledge of languages","          Arabic",,  4900,"",
"Knowledge of languages","          Aramaic languages",,    70,"",
"Knowledge of languages","            Assyrian Neo-Aramaic",,    15,"",
"Knowledge of languages","            Chaldean Neo-Aramaic",,    45,"",
"Knowledge of languages","            Aramaic, n.o.s.",,    10,"",
"Knowledge of languages","          Harari",,     0,"",
"Knowledge of languages","          Hebrew",,  2815,"",
"Knowledge of languages","          Maltese",,    20,"",
"Knowledge of languages","          Tigrigna",,   305,"",
"Knowledge of languages","          Semitic languages, n.i.e.",,    15,"",
"Knowledge of languages","      Austro-Asiatic languages",, 15195,"",
"Knowledge of languages","        Khmer (Cambodian)",,   325,"",
"Knowledge of languages","        Vietnamese",, 14905,"",
"Knowledge of languages","        Austro-Asiatic languages, n.i.e",,     0,"",
"Knowledge of languages","      Austronesian languages",, 33950,"",
"Knowledge of languages","        Bikol",,   170,"",
"Knowledge of languages","        Bisaya, n.o.s.",,   245,"",
"Knowledge of languages","        Cebuano",,  1060,"",
"Knowledge of languages","        Fijian",,   160,"",
"Knowledge of languages","        Hiligaynon",,   885,"",
"Knowledge of languages","        Ilocano",,  3295,"",
"Knowledge of languages","        Indonesian",,  1805,"",
"Knowledge of languages","        Kankanaey",,    75,"",
"Knowledge of languages","        Kinaray-a",,    70,"",
"Knowledge of languages","        Malagasy languages",,    15,"",
"Knowledge of languages","          Merina",,     0,"",
"Knowledge of languages","          Malagasy, n.o.s.",,    10,"",
"Knowledge of languages","        Malay",,   815,"",
"Knowledge of languages","        Pampangan (Kapampangan, Pampango)",,   300,"",
"Knowledge of languages","        Pangasinan",,   230,"",
"Knowledge of languages","        Tagalog (Pilipino, Filipino)",, 30430,"",
"Knowledge of languages","        Waray-Waray",,   160,"",
"Knowledge of languages","        Austronesian languages, n.i.e.",,   680,"",
"Knowledge of languages","      Creole languages",,   320,"",
"Knowledge of languages","        Haitian Creole",,    65,"",
"Knowledge of languages","        Jamaican English Creole",,    15,"",
"Knowledge of languages","        Krio",,     0,"",
"Knowledge of languages","        Morisyen",,    50,"",
"Knowledge of languages","        Sango",,     0,"",
"Knowledge of languages","        Creole, n.o.s.",,   100,"",
"Knowledge of languages","        Creole languages, n.i.e.",,    75,"",
"Knowledge of languages","      Dravidian languages",,  4730,"",
"Knowledge of languages","        Kannada",,   330,"",
"Knowledge of languages","        Malayalam",,   965,"",
"Knowledge of languages","        Tamil",,  2670,"",
"Knowledge of languages","        Telugu",,  1110,"",
"Knowledge of languages","        Tulu",,    50,"",
"Knowledge of languages","        Dravidian languages, n.i.e.",,    10,"",
"Knowledge of languages","      Georgian",,    40,"",
"Knowledge of languages","      Hmong-Mien languages",,     0,"",
"Knowledge of languages","      Indo-European languages",,129460,"",
"Knowledge of languages","        Albanian",,   225,"",
"Knowledge of languages","        Armenian",,   355,"",
"Knowledge of languages","        Balto-Slavic languages",, 18335,"",
"Knowledge of languages","        Baltic languages",,   295,"",
"Knowledge of languages","            Latvian",,   130,"",
"Knowledge of languages","            Lithuanian",,   165,"",
"Knowledge of languages","          Slavic languages",, 18105,"",
"Knowledge of languages","            Belarusian",,    55,"",
"Knowledge of languages","            Bulgarian",,   510,"",
"Knowledge of languages","            Czech",,  1435,"",
"Knowledge of languages","            Macedonian",,   105,"",
"Knowledge of languages","            Polish",,  3085,"",
"Knowledge of languages","            Russian",,  7620,"",
"Knowledge of languages","            Rusyn",,     0,"",
"Knowledge of languages","            Serbo-Croatian",,  4660,"",
"Knowledge of languages","              Bosnian",,   875,"",
"Knowledge of languages","              Croatian",,  2010,"",
"Knowledge of languages","              Serbian",,  2975,"",
"Knowledge of languages","              Serbo-Croatian, n.i.e.",,   140,"",
"Knowledge of languages","            Slovak",,   825,"",
"Knowledge of languages","            Slovene (Slovenian)",,   205,"",
